0	0.5
0.1	0.549916708323414
0.2	0.599334665397531
0.3	0.64776010333067
0.4	0.694709171154325
0.5	0.739712769302102
0.6	0.782321236697518
0.7	0.822108843618846
0.8	0.858678045449761
0.9	0.891663454813742
1	0.920735492403948
1.1	0.945603680030718
1.2	0.966019542983613
1.3	0.981779092708597
1.4	0.99272486499423
1.5	0.998747493302027
1.6	0.999786801520752
1.7	0.995832405226234
1.8	0.986923815439098
1.9	0.973150043843707
2	0.954648713412841
2.1	0.931604683324437
2.2	0.904248201909795
2.3	0.87285260608836
2.4	0.837731590275576
2.5	0.799236072051978
2.6	0.757750685910732
2.7	0.713689940116915
2.8	0.667494075077953
2.9	0.619624664606991
3	0.570560004029934
3.1	0.520790331216645
3.2	0.47081292828621
3.3	0.421127152928376
3.4	0.372229448986584
3.5	0.32460838615519
3.6	0.278739778352574
3.7	0.235081929545753
3.8	0.194071054528641
3.9	0.156116920408013
4	0.121598752346036
4.1	0.0908614444677949
4.2	0.064212113793206
4.3	0.0419170316252725
4.4	0.0241989630552419
4.5	0.0112349411674515
4.6	0.0031544981832678
4.7	0.0000383712179495843
4.8	0.00191769558207966
4.9	0.00877369368783376
5	0.0205378626684308
5.1	0.0370926588361338
5.2	0.0582726721399257
5.3	0.0838662788880521
5.4	0.11361775622201
5.5	0.147229837214808
5.6	0.184366681063843
5.7	0.224657228701185
5.8	0.267698910293126
5.9	0.313061667584887
6.0	0.360292250900542
6.1	0.408918747863957
6.2	0.458455298591257
6.3	0.50840695024218
