0.05	0.524989584635339
0.15	0.5747190662368
0.25	0.623701979627261
0.35	0.671448903727726
0.45	0.717482767055615
0.55	0.76134361446533
0.65	0.80259320286802
0.75	0.840819380011667
0.85	0.875640202570146
0.95	0.906707752394687
1.05	0.933711612797008
1.15	0.95638197013026
1.25	0.974492309677793
1.35	0.98786167891333
1.45	0.996356495518794
1.55	0.999891882094678
1.65	0.998432514226959
1.75	0.991992973436968
1.85	0.98063760148765
1.95	0.964479857501935
2.05	0.943681184316688
2.15	0.918449395399249
2.25	0.889036598443961
2.35	0.855736676395422
2.45	0.818882351067252
2.55	0.778841858695708
2.65	0.736015270644941
2.75	0.690830496026166
2.85	0.643739006171272
2.95	0.595211323680514
3.05	0.545732321116219
3.15	0.495796376316426
3.25	0.445902432734946
3.35	0.3965490141633
3.45	0.348229243645785
3.55	0.30142591635702
3.65	0.25660667567215
3.75	0.214219340628828
3.85	0.174687431467416
3.95	0.138405937956744
4.05	0.105737372786903
4.15	0.0770081494622767
4.25	0.0525053208857083
4.35	0.0324737112207755
4.45	0.0171134696896806
4.55	0.00657807074838174
4.65	0.000972780620560276
4.75	0.000353605512311006
4.85	0.00472673201664336
4.95	0.0140484652990896
5.05	0.0282256656820467
5.15	0.0471166792656478
5.25	0.0705327532867039
5.35	0.0982399220739221
5.45	0.129961344755553
5.55	0.165380071361869
5.65	0.204142209684495
5.75	0.245860461250371
5.85	0.29011799108007
5.95	0.33647259256513
6.05	0.384461105850304
6.15	0.433604045573742
6.25	0.483410391726222
